image_id,image_path,articleType,class_id,split
8379,/content/product_visual_search/data/raw/images/8379.jpg,Tshirts,123,train
3791,/content/product_visual_search/data/raw/images/3791.jpg,Tshirts,123,train
31144,/content/product_visual_search/data/raw/images/31144.jpg,Tshirts,123,val
13214,/content/product_visual_search/data/raw/images/13214.jpg,Sports Shoes,103,train
27021,/content/product_visual_search/data/raw/images/27021.jpg,Jeans,51,train
30096,/content/product_visual_search/data/raw/images/30096.jpg,Watches,129,test
28855,/content/product_visual_search/data/raw/images/28855.jpg,Tshirts,123,train
43564,/content/product_visual_search/data/raw/images/43564.jpg,Socks,101,train
57356,/content/product_visual_search/data/raw/images/57356.jpg,Bra,12,val
10491,/content/product_visual_search/data/raw/images/10491.jpg,Tshirts,123,test
11543,/content/product_visual_search/data/raw/images/11543.jpg,Kurtas,57,test
56284,/content/product_visual_search/data/raw/images/56284.jpg,Bra,12,val
25776,/content/product_visual_search/data/raw/images/25776.jpg,Suspenders,108,train
39329,/content/product_visual_search/data/raw/images/39329.jpg,Shorts,98,train
41233,/content/product_visual_search/data/raw/images/41233.jpg,Sports Shoes,103,test
20204,/content/product_visual_search/data/raw/images/20204.jpg,Sweatshirts,110,test
14031,/content/product_visual_search/data/raw/images/14031.jpg,Tshirts,123,train
44741,/content/product_visual_search/data/raw/images/44741.jpg,Casual Shoes,18,train
5466,/content/product_visual_search/data/raw/images/5466.jpg,Sports Shoes,103,train
36361,/content/product_visual_search/data/raw/images/36361.jpg,Ties,113,train
45693,/content/product_visual_search/data/raw/images/45693.jpg,Perfume and Body Mist,84,train
24496,/content/product_visual_search/data/raw/images/24496.jpg,Kurtas,57,train
57164,/content/product_visual_search/data/raw/images/57164.jpg,Tshirts,123,train
58910,/content/product_visual_search/data/raw/images/58910.jpg,Ties,113,train
33421,/content/product_visual_search/data/raw/images/33421.jpg,Wallets,128,train
41001,/content/product_visual_search/data/raw/images/41001.jpg,Shorts,98,val
11771,/content/product_visual_search/data/raw/images/11771.jpg,Tshirts,123,val
25544,/content/product_visual_search/data/raw/images/25544.jpg,Tshirts,123,test
44573,/content/product_visual_search/data/raw/images/44573.jpg,Sandals,92,train
37081,/content/product_visual_search/data/raw/images/37081.jpg,Handbags,44,train
57958,/content/product_visual_search/data/raw/images/57958.jpg,Sarees,93,train
5654,/content/product_visual_search/data/raw/images/5654.jpg,Sports Shoes,103,train
20036,/content/product_visual_search/data/raw/images/20036.jpg,Stockings,104,test
39927,/content/product_visual_search/data/raw/images/39927.jpg,Tablet Sleeve,112,val
52416,/content/product_visual_search/data/raw/images/52416.jpg,Night suits,80,train
4786,/content/product_visual_search/data/raw/images/4786.jpg,Shorts,98,train
7103,/content/product_visual_search/data/raw/images/7103.jpg,Backpacks,2,test
22761,/content/product_visual_search/data/raw/images/22761.jpg,Kurtas,57,train
8977,/content/product_visual_search/data/raw/images/8977.jpg,Casual Shoes,18,train
16554,/content/product_visual_search/data/raw/images/16554.jpg,Tshirts,123,train
50341,/content/product_visual_search/data/raw/images/50341.jpg,Kurtas,57,val
34604,/content/product_visual_search/data/raw/images/34604.jpg,Briefs,14,train
55633,/content/product_visual_search/data/raw/images/55633.jpg,Heels,47,val
42684,/content/product_visual_search/data/raw/images/42684.jpg,Kurtas,57,train
9099,/content/product_visual_search/data/raw/images/9099.jpg,Shorts,98,train
43756,/content/product_visual_search/data/raw/images/43756.jpg,Bangle,3,train
13026,/content/product_visual_search/data/raw/images/13026.jpg,Heels,47,train
27213,/content/product_visual_search/data/raw/images/27213.jpg,Shirts,96,train
32197,/content/product_visual_search/data/raw/images/32197.jpg,Kurtas,57,train
11315,/content/product_visual_search/data/raw/images/11315.jpg,Jeans,51,train
25120,/content/product_visual_search/data/raw/images/25120.jpg,Clutches,21,train
57500,/content/product_visual_search/data/raw/images/57500.jpg,Sandals,92,train
33045,/content/product_visual_search/data/raw/images/33045.jpg,Kurtas,57,val
52072,/content/product_visual_search/data/raw/images/52072.jpg,Tshirts,123,test
21580,/content/product_visual_search/data/raw/images/21580.jpg,Tshirts,123,train
36537,/content/product_visual_search/data/raw/images/36537.jpg,Wallets,128,test
44117,/content/product_visual_search/data/raw/images/44117.jpg,Perfume and Body Mist,84,train
5230,/content/product_visual_search/data/raw/images/5230.jpg,Tshirts,123,train
20452,/content/product_visual_search/data/raw/images/20452.jpg,Handbags,44,train
14667,/content/product_visual_search/data/raw/images/14667.jpg,Shirts,96,test
33879,/content/product_visual_search/data/raw/images/33879.jpg,Watches,129,test
50725,/content/product_visual_search/data/raw/images/50725.jpg,Formal Shoes,38,train
34260,/content/product_visual_search/data/raw/images/34260.jpg,Tshirts,123,train
18896,/content/product_visual_search/data/raw/images/18896.jpg,Dresses,26,val
19944,/content/product_visual_search/data/raw/images/19944.jpg,Backpacks,2,train
7567,/content/product_visual_search/data/raw/images/7567.jpg,Tshirts,123,test
22305,/content/product_visual_search/data/raw/images/22305.jpg,Heels,47,train
16130,/content/product_visual_search/data/raw/images/16130.jpg,Tops,116,train
2015,/content/product_visual_search/data/raw/images/2015.jpg,Tshirts,123,train
43332,/content/product_visual_search/data/raw/images/43332.jpg,Tunics,124,train
54385,/content/product_visual_search/data/raw/images/54385.jpg,Handbags,44,test
13442,/content/product_visual_search/data/raw/images/13442.jpg,Tops,116,test
27677,/content/product_visual_search/data/raw/images/27677.jpg,Handbags,44,train
12590,/content/product_visual_search/data/raw/images/12590.jpg,Tshirts,123,train
55257,/content/product_visual_search/data/raw/images/55257.jpg,Kajal and Eyeliner,55,train
49608,/content/product_visual_search/data/raw/images/49608.jpg,Casual Shoes,18,train
31712,/content/product_visual_search/data/raw/images/31712.jpg,Earrings,29,train
34052,/content/product_visual_search/data/raw/images/34052.jpg,Capris,16,train
6687,/content/product_visual_search/data/raw/images/6687.jpg,Tshirts,123,train
22137,/content/product_visual_search/data/raw/images/22137.jpg,Formal Shoes,38,train
46472,/content/product_visual_search/data/raw/images/46472.jpg,Watches,129,val
55859,/content/product_visual_search/data/raw/images/55859.jpg,Nail Polish,77,train
35180,/content/product_visual_search/data/raw/images/35180.jpg,Backpacks,2,train
7755,/content/product_visual_search/data/raw/images/7755.jpg,Tshirts,123,test
13670,/content/product_visual_search/data/raw/images/13670.jpg,Footballs,37,train
18298,/content/product_visual_search/data/raw/images/18298.jpg,Kurtas,57,train
27445,/content/product_visual_search/data/raw/images/27445.jpg,Tshirts,123,train
2227,/content/product_visual_search/data/raw/images/2227.jpg,Sandals,92,train
43100,/content/product_visual_search/data/raw/images/43100.jpg,Deodorant,25,test
26597,/content/product_visual_search/data/raw/images/26597.jpg,Sports Shoes,103,test
55065,/content/product_visual_search/data/raw/images/55065.jpg,Lipstick,66,train
25312,/content/product_visual_search/data/raw/images/25312.jpg,Watches,129,train
40785,/content/product_visual_search/data/raw/images/40785.jpg,Flip Flops,36,train
33277,/content/product_visual_search/data/raw/images/33277.jpg,Jeans,51,train
57732,/content/product_visual_search/data/raw/images/57732.jpg,Lip Care,62,train
36705,/content/product_visual_search/data/raw/images/36705.jpg,Perfume and Body Mist,84,train
15587,/content/product_visual_search/data/raw/images/15587.jpg,Shirts,96,test
53392,/content/product_visual_search/data/raw/images/53392.jpg,Kurtis,58,train
5002,/content/product_visual_search/data/raw/images/5002.jpg,Shorts,98,val
12903,/content/product_visual_search/data/raw/images/12903.jpg,Casual Shoes,18,train
51258,/content/product_visual_search/data/raw/images/51258.jpg,Belts,7,train
28290,/content/product_visual_search/data/raw/images/28290.jpg,Sunglasses,106,train
8180,/content/product_visual_search/data/raw/images/8180.jpg,Shirts,96,train
3568,/content/product_visual_search/data/raw/images/3568.jpg,Tshirts,123,train
48375,/content/product_visual_search/data/raw/images/48375.jpg,Shirts,96,val
9052,/content/product_visual_search/data/raw/images/9052.jpg,Sports Shoes,103,train
6826,/content/product_visual_search/data/raw/images/6826.jpg,Sandals,92,test
18405,/content/product_visual_search/data/raw/images/18405.jpg,Casual Shoes,18,train
37876,/content/product_visual_search/data/raw/images/37876.jpg,Wallets,128,train
40118,/content/product_visual_search/data/raw/images/40118.jpg,Tshirts,123,train
21913,/content/product_visual_search/data/raw/images/21913.jpg,Kurtas,57,train
32538,/content/product_visual_search/data/raw/images/32538.jpg,Perfume and Body Mist,84,val
57993,/content/product_visual_search/data/raw/images/57993.jpg,Dresses,26,train
40924,/content/product_visual_search/data/raw/images/40924.jpg,Jeans,51,train
59035,/content/product_visual_search/data/raw/images/59035.jpg,Heels,47,test
38230,/content/product_visual_search/data/raw/images/38230.jpg,Sunglasses,106,train
11588,/content/product_visual_search/data/raw/images/11588.jpg,Kurtis,58,train
15914,/content/product_visual_search/data/raw/images/15914.jpg,Shirts,96,train
1831,/content/product_visual_search/data/raw/images/1831.jpg,Sports Shoes,103,val
37278,/content/product_visual_search/data/raw/images/37278.jpg,Tshirts,123,train
45658,/content/product_visual_search/data/raw/images/45658.jpg,Briefs,14,train
15128,/content/product_visual_search/data/raw/images/15128.jpg,Trousers,121,train
22598,/content/product_visual_search/data/raw/images/22598.jpg,Tshirts,123,val
29170,/content/product_visual_search/data/raw/images/29170.jpg,Tshirts,123,train
26904,/content/product_visual_search/data/raw/images/26904.jpg,Tops,116,train
6228,/content/product_visual_search/data/raw/images/6228.jpg,Tshirts,123,test
30861,/content/product_visual_search/data/raw/images/30861.jpg,Kurtas,57,train
49095,/content/product_visual_search/data/raw/images/49095.jpg,Compact,22,train
26138,/content/product_visual_search/data/raw/images/26138.jpg,Trousers,121,train
18637,/content/product_visual_search/data/raw/images/18637.jpg,Tshirts,123,train
54518,/content/product_visual_search/data/raw/images/54518.jpg,Sports Shoes,103,val
48147,/content/product_visual_search/data/raw/images/48147.jpg,Wallets,128,train
50984,/content/product_visual_search/data/raw/images/50984.jpg,Briefs,14,train
9260,/content/product_visual_search/data/raw/images/9260.jpg,Shirts,96,train
2688,/content/product_visual_search/data/raw/images/2688.jpg,Tshirts,123,train
4927,/content/product_visual_search/data/raw/images/4927.jpg,Tops,116,test
39786,/content/product_visual_search/data/raw/images/39786.jpg,Shirts,96,test
38654,/content/product_visual_search/data/raw/images/38654.jpg,Sports Shoes,103,val
59663,/content/product_visual_search/data/raw/images/59663.jpg,Sarees,93,train
10802,/content/product_visual_search/data/raw/images/10802.jpg,Shirts,96,train
34099,/content/product_visual_search/data/raw/images/34099.jpg,Tshirts,123,test
54940,/content/product_visual_search/data/raw/images/54940.jpg,Tshirts,123,train
42825,/content/product_visual_search/data/raw/images/42825.jpg,Briefs,14,train
29514,/content/product_visual_search/data/raw/images/29514.jpg,Watches,129,train
55892,/content/product_visual_search/data/raw/images/55892.jpg,Nail Polish,77,train
23812,/content/product_visual_search/data/raw/images/23812.jpg,Flip Flops,36,train
48523,/content/product_visual_search/data/raw/images/48523.jpg,Jumpsuit,54,train
9604,/content/product_visual_search/data/raw/images/9604.jpg,Shirts,96,train
42019,/content/product_visual_search/data/raw/images/42019.jpg,Casual Shoes,18,train
12769,/content/product_visual_search/data/raw/images/12769.jpg,Tops,116,train
17029,/content/product_visual_search/data/raw/images/17029.jpg,Flip Flops,36,test
3930,/content/product_visual_search/data/raw/images/3930.jpg,Tshirts,123,train
29726,/content/product_visual_search/data/raw/images/29726.jpg,Handbags,44,val
17815,/content/product_visual_search/data/raw/images/17815.jpg,Sandals,92,train
9436,/content/product_visual_search/data/raw/images/9436.jpg,Caps,17,test
13489,/content/product_visual_search/data/raw/images/13489.jpg,Tshirts,123,train
52885,/content/product_visual_search/data/raw/images/52885.jpg,Sarees,93,train
45832,/content/product_visual_search/data/raw/images/45832.jpg,Kurtas,57,train
56419,/content/product_visual_search/data/raw/images/56419.jpg,Bra,12,train
24039,/content/product_visual_search/data/raw/images/24039.jpg,Tshirts,123,val
38466,/content/product_visual_search/data/raw/images/38466.jpg,Mobile Pouch,74,train
59451,/content/product_visual_search/data/raw/images/59451.jpg,Shirts,96,train
4329,/content/product_visual_search/data/raw/images/4329.jpg,Tshirts,123,train
24805,/content/product_visual_search/data/raw/images/24805.jpg,Sports Shoes,103,val
20499,/content/product_visual_search/data/raw/images/20499.jpg,Handbags,44,train
11118,/content/product_visual_search/data/raw/images/11118.jpg,Shirts,96,train
41668,/content/product_visual_search/data/raw/images/41668.jpg,Heels,47,train
33248,/content/product_visual_search/data/raw/images/33248.jpg,Shirts,96,test
5801,/content/product_visual_search/data/raw/images/5801.jpg,Tshirts,123,val
11924,/content/product_visual_search/data/raw/images/11924.jpg,Formal Shoes,38,train
59697,/content/product_visual_search/data/raw/images/59697.jpg,Camisoles,15,train
58745,/content/product_visual_search/data/raw/images/58745.jpg,Socks,101,train
28432,/content/product_visual_search/data/raw/images/28432.jpg,Watches,129,train
50528,/content/product_visual_search/data/raw/images/50528.jpg,Briefs,14,train
55866,/content/product_visual_search/data/raw/images/55866.jpg,Nail Polish,77,train
34851,/content/product_visual_search/data/raw/images/34851.jpg,Casual Shoes,18,train
54188,/content/product_visual_search/data/raw/images/54188.jpg,Briefs,14,train
2218,/content/product_visual_search/data/raw/images/2218.jpg,Sandals,92,train
8722,/content/product_visual_search/data/raw/images/8722.jpg,Shirts,96,test
22934,/content/product_visual_search/data/raw/images/22934.jpg,Watches,129,test
35983,/content/product_visual_search/data/raw/images/35983.jpg,Tshirts,123,train
28600,/content/product_visual_search/data/raw/images/28600.jpg,Sports Shoes,103,train
7558,/content/product_visual_search/data/raw/images/7558.jpg,Tshirts,123,test
27648,/content/product_visual_search/data/raw/images/27648.jpg,Tshirts,123,test
55268,/content/product_visual_search/data/raw/images/55268.jpg,Kajal and Eyeliner,55,val
19147,/content/product_visual_search/data/raw/images/19147.jpg,Tshirts,123,train
16933,/content/product_visual_search/data/raw/images/16933.jpg,Tshirts,123,train
49637,/content/product_visual_search/data/raw/images/49637.jpg,Tops,116,train
52871,/content/product_visual_search/data/raw/images/52871.jpg,Deodorant,25,test
39540,/content/product_visual_search/data/raw/images/39540.jpg,Bra,12,test
44914,/content/product_visual_search/data/raw/images/44914.jpg,Track Pants,117,train
38492,/content/product_visual_search/data/raw/images/38492.jpg,Tshirts,123,test
40588,/content/product_visual_search/data/raw/images/40588.jpg,Kurtas,57,train
25923,/content/product_visual_search/data/raw/images/25923.jpg,Tshirts,123,train
36508,/content/product_visual_search/data/raw/images/36508.jpg,Handbags,44,val
44128,/content/product_visual_search/data/raw/images/44128.jpg,Perfume and Body Mist,84,train
14658,/content/product_visual_search/data/raw/images/14658.jpg,Trousers,121,train
33846,/content/product_visual_search/data/raw/images/33846.jpg,Casual Shoes,18,test
58577,/content/product_visual_search/data/raw/images/58577.jpg,Tshirts,123,train
8948,/content/product_visual_search/data/raw/images/8948.jpg,Trousers,121,train
28264,/content/product_visual_search/data/raw/images/28264.jpg,Deodorant,25,val
19523,/content/product_visual_search/data/raw/images/19523.jpg,Sweaters,109,test
43769,/content/product_visual_search/data/raw/images/43769.jpg,Earrings,29,train
13019,/content/product_visual_search/data/raw/images/13019.jpg,Heels,47,train
37882,/content/product_visual_search/data/raw/images/37882.jpg,Socks,101,train
39124,/content/product_visual_search/data/raw/images/39124.jpg,Leggings,60,test
56089,/content/product_visual_search/data/raw/images/56089.jpg,Lip Gloss,63,train
57967,/content/product_visual_search/data/raw/images/57967.jpg,Sarees,93,train
20009,/content/product_visual_search/data/raw/images/20009.jpg,Tshirts,123,val
52429,/content/product_visual_search/data/raw/images/52429.jpg,Nightdress,81,train
14832,/content/product_visual_search/data/raw/images/14832.jpg,Belts,7,val
57369,/content/product_visual_search/data/raw/images/57369.jpg,Briefs,14,train
25749,/content/product_visual_search/data/raw/images/25749.jpg,Belts,7,train
39316,/content/product_visual_search/data/raw/images/39316.jpg,Tshirts,123,train
58321,/content/product_visual_search/data/raw/images/58321.jpg,Socks,101,val
5459,/content/product_visual_search/data/raw/images/5459.jpg,Sports Shoes,103,train
16759,/content/product_visual_search/data/raw/images/16759.jpg,Handbags,44,train
31947,/content/product_visual_search/data/raw/images/31947.jpg,Sports Shoes,103,train
29184,/content/product_visual_search/data/raw/images/29184.jpg,Shirts,96,train
46029,/content/product_visual_search/data/raw/images/46029.jpg,Pendant,83,train
27822,/content/product_visual_search/data/raw/images/27822.jpg,Belts,7,train
34409,/content/product_visual_search/data/raw/images/34409.jpg,Tshirts,123,test
28056,/content/product_visual_search/data/raw/images/28056.jpg,Briefs,14,train
30895,/content/product_visual_search/data/raw/images/30895.jpg,Patiala,82,train
8346,/content/product_visual_search/data/raw/images/8346.jpg,Sports Shoes,103,train
49061,/content/product_visual_search/data/raw/images/49061.jpg,Casual Shoes,18,train
19711,/content/product_visual_search/data/raw/images/19711.jpg,Shirts,96,train
46815,/content/product_visual_search/data/raw/images/46815.jpg,Tops,116,val
50970,/content/product_visual_search/data/raw/images/50970.jpg,Bra,12,train
50510,/content/product_visual_search/data/raw/images/50510.jpg,Briefs,14,train
34055,/content/product_visual_search/data/raw/images/34055.jpg,Capris,16,train
6680,/content/product_visual_search/data/raw/images/6680.jpg,Sports Shoes,103,test
35187,/content/product_visual_search/data/raw/images/35187.jpg,Backpacks,2,test
7752,/content/product_visual_search/data/raw/images/7752.jpg,Tshirts,123,train
46475,/content/product_visual_search/data/raw/images/46475.jpg,Watches,129,val
22130,/content/product_visual_search/data/raw/images/22130.jpg,Formal Shoes,38,train
43107,/content/product_visual_search/data/raw/images/43107.jpg,Perfume and Body Mist,84,train
2220,/content/product_visual_search/data/raw/images/2220.jpg,Sandals,92,train
27442,/content/product_visual_search/data/raw/images/27442.jpg,Tshirts,123,train
13677,/content/product_visual_search/data/raw/images/13677.jpg,Sports Shoes,103,train
55062,/content/product_visual_search/data/raw/images/55062.jpg,Lipstick,66,train
26590,/content/product_visual_search/data/raw/images/26590.jpg,Flip Flops,36,train
25315,/content/product_visual_search/data/raw/images/25315.jpg,Watches,129,val
57735,/content/product_visual_search/data/raw/images/57735.jpg,Lip Care,62,val
5839,/content/product_visual_search/data/raw/images/5839.jpg,Tshirts,123,test
33270,/content/product_visual_search/data/raw/images/33270.jpg,Skirts,100,train
40782,/content/product_visual_search/data/raw/images/40782.jpg,Flip Flops,36,train
36702,/content/product_visual_search/data/raw/images/36702.jpg,Perfume and Body Mist,84,train
5005,/content/product_visual_search/data/raw/images/5005.jpg,Skirts,100,train
14452,/content/product_visual_search/data/raw/images/14452.jpg,Heels,47,train
53395,/content/product_visual_search/data/raw/images/53395.jpg,Kurtas,57,train
20667,/content/product_visual_search/data/raw/images/20667.jpg,Tshirts,123,test
25127,/content/product_visual_search/data/raw/images/25127.jpg,Clutches,21,train
11312,/content/product_visual_search/data/raw/images/11312.jpg,Trousers,121,train
39578,/content/product_visual_search/data/raw/images/39578.jpg,Heels,47,train
32190,/content/product_visual_search/data/raw/images/32190.jpg,Sports Shoes,103,train
1697,/content/product_visual_search/data/raw/images/1697.jpg,Backpacks,2,train
33042,/content/product_visual_search/data/raw/images/33042.jpg,Kurtas,57,train
57507,/content/product_visual_search/data/raw/images/57507.jpg,Sandals,92,train
21587,/content/product_visual_search/data/raw/images/21587.jpg,Jeans,51,train
52075,/content/product_visual_search/data/raw/images/52075.jpg,Tshirts,123,train
14660,/content/product_visual_search/data/raw/images/14660.jpg,Shirts,96,test
20455,/content/product_visual_search/data/raw/images/20455.jpg,Wallets,128,train
18891,/content/product_visual_search/data/raw/images/18891.jpg,Shirts,96,train
34267,/content/product_visual_search/data/raw/images/34267.jpg,Dupatta,28,train
28638,/content/product_visual_search/data/raw/images/28638.jpg,Sports Shoes,103,train
50722,/content/product_visual_search/data/raw/images/50722.jpg,Dresses,26,val
16137,/content/product_visual_search/data/raw/images/16137.jpg,Tops,116,test
19943,/content/product_visual_search/data/raw/images/19943.jpg,Backpacks,2,train
7560,/content/product_visual_search/data/raw/images/7560.jpg,Track Pants,117,train
46647,/content/product_visual_search/data/raw/images/46647.jpg,Deodorant,25,train
27670,/content/product_visual_search/data/raw/images/27670.jpg,Handbags,44,test
54382,/content/product_visual_search/data/raw/images/54382.jpg,Handbags,44,train
13445,/content/product_visual_search/data/raw/images/13445.jpg,Tops,116,train
43335,/content/product_visual_search/data/raw/images/43335.jpg,Sports Shoes,103,val
2012,/content/product_visual_search/data/raw/images/2012.jpg,Tshirts,123,train
8528,/content/product_visual_search/data/raw/images/8528.jpg,Sports Shoes,103,train
31715,/content/product_visual_search/data/raw/images/31715.jpg,Earrings,29,test
12597,/content/product_visual_search/data/raw/images/12597.jpg,Tshirts,123,train
55250,/content/product_visual_search/data/raw/images/55250.jpg,Highlighter and Blush,48,train
33426,/content/product_visual_search/data/raw/images/33426.jpg,Handbags,44,train
58917,/content/product_visual_search/data/raw/images/58917.jpg,Ties,113,train
57163,/content/product_visual_search/data/raw/images/57163.jpg,Tshirts,123,train
25543,/content/product_visual_search/data/raw/images/25543.jpg,Tops,116,train
11776,/content/product_visual_search/data/raw/images/11776.jpg,Tshirts,123,train
41006,/content/product_visual_search/data/raw/images/41006.jpg,Shorts,98,test
20031,/content/product_visual_search/data/raw/images/20031.jpg,Shirts,96,train
37086,/content/product_visual_search/data/raw/images/37086.jpg,Mobile Pouch,74,train
4781,/content/product_visual_search/data/raw/images/4781.jpg,Tshirts,123,train
52411,/content/product_visual_search/data/raw/images/52411.jpg,Nightdress,81,train
39920,/content/product_visual_search/data/raw/images/39920.jpg,Laptop Bag,59,train
8970,/content/product_visual_search/data/raw/images/8970.jpg,Sports Shoes,103,train
51294,/content/product_visual_search/data/raw/images/51294.jpg,Sunglasses,106,val
16553,/content/product_visual_search/data/raw/images/16553.jpg,Tshirts,123,test
22766,/content/product_visual_search/data/raw/images/22766.jpg,Kurtas,57,train
7104,/content/product_visual_search/data/raw/images/7104.jpg,Backpacks,2,train
34603,/content/product_visual_search/data/raw/images/34603.jpg,Briefs,14,val
17481,/content/product_visual_search/data/raw/images/17481.jpg,Formal Shoes,38,train
50346,/content/product_visual_search/data/raw/images/50346.jpg,Kurtas,57,test
31371,/content/product_visual_search/data/raw/images/31371.jpg,Tshirts,123,val
42683,/content/product_visual_search/data/raw/images/42683.jpg,Kurtas,57,train
55634,/content/product_visual_search/data/raw/images/55634.jpg,Heels,47,val
7938,/content/product_visual_search/data/raw/images/7938.jpg,Tshirts,123,train
27214,/content/product_visual_search/data/raw/images/27214.jpg,Shorts,98,train
43751,/content/product_visual_search/data/raw/images/43751.jpg,Bangle,3,test
46011,/content/product_visual_search/data/raw/images/46011.jpg,Sarees,93,train
16761,/content/product_visual_search/data/raw/images/16761.jpg,Handbags,44,train
22554,/content/product_visual_search/data/raw/images/22554.jpg,Deodorant,25,test
49865,/content/product_visual_search/data/raw/images/49865.jpg,Watches,129,val
23486,/content/product_visual_search/data/raw/images/23486.jpg,Scarves,94,train
50174,/content/product_visual_search/data/raw/images/50174.jpg,Flats,35,train
3796,/content/product_visual_search/data/raw/images/3796.jpg,Tshirts,123,train
31143,/content/product_visual_search/data/raw/images/31143.jpg,Tshirts,123,train
49059,/content/product_visual_search/data/raw/images/49059.jpg,Casual Shoes,18,test
43563,/content/product_visual_search/data/raw/images/43563.jpg,Socks,101,train
28852,/content/product_visual_search/data/raw/images/28852.jpg,Tshirts,123,test
2644,/content/product_visual_search/data/raw/images/2644.jpg,Handbags,44,train
50948,/content/product_visual_search/data/raw/images/50948.jpg,Jeans,51,val
30091,/content/product_visual_search/data/raw/images/30091.jpg,Watches,129,val
27026,/content/product_visual_search/data/raw/images/27026.jpg,Shorts,98,train
13213,/content/product_visual_search/data/raw/images/13213.jpg,Sports Shoes,103,train
57351,/content/product_visual_search/data/raw/images/57351.jpg,Bra,12,train
10496,/content/product_visual_search/data/raw/images/10496.jpg,Tshirts,123,train
41234,/content/product_visual_search/data/raw/images/41234.jpg,Shorts,98,train
25771,/content/product_visual_search/data/raw/images/25771.jpg,Suspenders,108,train
11544,/content/product_visual_search/data/raw/images/11544.jpg,Kurtas,57,train
56283,/content/product_visual_search/data/raw/images/56283.jpg,Bra,12,train
5461,/content/product_visual_search/data/raw/images/5461.jpg,Sports Shoes,103,train
44746,/content/product_visual_search/data/raw/images/44746.jpg,Casual Shoes,18,train
14036,/content/product_visual_search/data/raw/images/14036.jpg,Shirts,96,train
58319,/content/product_visual_search/data/raw/images/58319.jpg,Socks,101,train
20203,/content/product_visual_search/data/raw/images/20203.jpg,Sweatshirts,110,train
52623,/content/product_visual_search/data/raw/images/52623.jpg,Handbags,44,train
36366,/content/product_visual_search/data/raw/images/36366.jpg,Ties,113,val
40120,/content/product_visual_search/data/raw/images/40120.jpg,Tshirts,123,train
10650,/content/product_visual_search/data/raw/images/10650.jpg,Shirts,96,train
57197,/content/product_visual_search/data/raw/images/57197.jpg,Tunics,124,train
56045,/content/product_visual_search/data/raw/images/56045.jpg,Lipstick,66,train
53537,/content/product_visual_search/data/raw/images/53537.jpg,Briefs,14,train
38806,/content/product_visual_search/data/raw/images/38806.jpg,Tshirts,123,test
44580,/content/product_visual_search/data/raw/images/44580.jpg,Jeans,51,train
4775,/content/product_visual_search/data/raw/images/4775.jpg,Track Pants,117,train
56879,/content/product_visual_search/data/raw/images/56879.jpg,Heels,47,train
21117,/content/product_visual_search/data/raw/images/21117.jpg,Shirts,96,train
15322,/content/product_visual_search/data/raw/images/15322.jpg,Jackets,50,test
51260,/content/product_visual_search/data/raw/images/51260.jpg,Belts,7,train
8984,/content/product_visual_search/data/raw/images/8984.jpg,Casual Shoes,18,train
22792,/content/product_visual_search/data/raw/images/22792.jpg,Tshirts,123,train
35725,/content/product_visual_search/data/raw/images/35725.jpg,Sports Shoes,103,train
47305,/content/product_visual_search/data/raw/images/47305.jpg,Handbags,44,test
6022,/content/product_visual_search/data/raw/images/6022.jpg,Tshirts,123,train
9856,/content/product_visual_search/data/raw/images/9856.jpg,Tshirts,123,train
31385,/content/product_visual_search/data/raw/images/31385.jpg,Tshirts,123,train
3550,/content/product_visual_search/data/raw/images/3550.jpg,Casual Shoes,18,val
42677,/content/product_visual_search/data/raw/images/42677.jpg,Kurtas,57,train
12107,/content/product_visual_search/data/raw/images/12107.jpg,Kurtis,58,test
26332,/content/product_visual_search/data/raw/images/26332.jpg,Watches,129,val
54712,/content/product_visual_search/data/raw/images/54712.jpg,Kurta Sets,56,train
30257,/content/product_visual_search/data/raw/images/30257.jpg,Casual Shoes,18,test
2482,/content/product_visual_search/data/raw/images/2482.jpg,Tops,116,train
51052,/content/product_visual_search/data/raw/images/51052.jpg,Briefs,14,train
49891,/content/product_visual_search/data/raw/images/49891.jpg,Watches,129,train
23472,/content/product_visual_search/data/raw/images/23472.jpg,Scarves,94,train
48943,/content/product_visual_search/data/raw/images/48943.jpg,Pendant,83,val
50180,/content/product_visual_search/data/raw/images/50180.jpg,Handbags,44,train
17647,/content/product_visual_search/data/raw/images/17647.jpg,Flip Flops,36,train
30859,/content/product_visual_search/data/raw/images/30859.jpg,Kurtas,57,train
47137,/content/product_visual_search/data/raw/images/47137.jpg,Handbags,44,val
3762,/content/product_visual_search/data/raw/images/3762.jpg,Tshirts,123,train
30065,/content/product_visual_search/data/raw/images/30065.jpg,Watches,129,train
9258,/content/product_visual_search/data/raw/images/9258.jpg,Shirts,96,train
54520,/content/product_visual_search/data/raw/images/54520.jpg,Casual Shoes,18,train
10462,/content/product_visual_search/data/raw/images/10462.jpg,Tshirts,123,test
24657,/content/product_visual_search/data/raw/images/24657.jpg,Socks,101,test
38208,/content/product_visual_search/data/raw/images/38208.jpg,Sunglasses,106,train
40312,/content/product_visual_search/data/raw/images/40312.jpg,Sandals,92,train
25785,/content/product_visual_search/data/raw/images/25785.jpg,Suspenders,108,val
56277,/content/product_visual_search/data/raw/images/56277.jpg,Bra,12,train
5495,/content/product_visual_search/data/raw/images/5495.jpg,Tshirts,123,test
